interseccion,via_a,via_b,latitud,longitud
"Calle 40 | Carrera 42C","Calle 40","Carrera 42C","3.4100299","-76.5133557"
"Calle 40 | Carrera 42D","Calle 40","Carrera 42D","3.4097148","-76.5136828"
"Calle 40 | Carrera 43","Calle 40","Carrera 43","3.4093945","-76.5140152"
"Calle 40 | Carrera 43B","Calle 40","Carrera 43B","3.408772","-76.5146786"
"Calle 40 | Carrera 44","Calle 40","Carrera 44","3.4084525","-76.5150101"
"Calle 40 | Carrera 44A","Calle 40","Carrera 44A","3.4081352","-76.5153393"
"Calle 40 | Carrera 45","Calle 40","Carrera 45","3.4078207","-76.5156657"
"Calle 40 | Carrera 46","Calle 40","Carrera 46","3.4073704","-76.5161329"
"Calle 40 | Carrera 46A","Calle 40","Carrera 46A","3.4070286","-76.5164876"
"Calle 40 | Carrera 46B","Calle 40","Carrera 46B","3.4067061","-76.5168222"
"Calle 40 | Carrera 46C","Calle 40","Carrera 46C","3.4063956","-76.5171444"
"Calle 40 | Carrera 47","Calle 40","Carrera 47","3.4060872","-76.5174644"
"Calle 40 | Carrera 47A","Calle 40","Carrera 47A","3.4057785","-76.5177847"
"Calle 40 | Carrera 47B","Calle 40","Carrera 47B","3.4054838","-76.5180904"
"Calle 40 | Carrera 47C","Calle 40","Carrera 47C","3.4051493","-76.5184375"
"Calle 40 | Carrera 48","Calle 40","Carrera 48","3.4048421","-76.5187562"
"Calle 40 | Carrera 48A","Calle 40","Carrera 48A","3.4045254","-76.5190848"
"Calle 40 | Carrera 49","Calle 40","Carrera 49","3.4039569","-76.5196747"
"Calle 40 | Carrera 49C","Calle 40","Carrera 49C","3.4031734","-76.520489"
"Calle 40 | Carrera 4B","Calle 40","Carrera 4B","3.4611261","-76.5094786"
"Calle 40 | Carrera 5","Calle 40","Carrera 5","3.4602652","-76.5092664"
"Calle 40 | Carrera 50","Calle 40","Carrera 50","3.402801","-76.5208742"
"Calle 40 | Carrera 54","Calle 40","Carrera 54","3.3975904","-76.5181312"
"Calle 40 | Carrera 67","Calle 40","Carrera 67","3.3968797","-76.5189308"
"Calle 40 | Carrera 67A","Calle 40","Carrera 67A","3.3966195","-76.5192106"
"Calle 40 | Carrera 67B","Calle 40","Carrera 67B","3.3963852","-76.5194626"
"Calle 40 | Carrera 68","Calle 40","Carrera 68","3.3963418","-76.5195093"
"Calle 40 | Carrera 6B","Calle 40","Carrera 6B","3.4587749","-76.5087357"
"Calle 40 | Carrera 7","Calle 40","Carrera 7","3.4580696","-76.5085368"
"Calle 40 | Carrera 74","Calle 40","Carrera 74","3.3898163","-76.5206289"
"Calle 40 | Carrera 80","Calle 40","Carrera 80","3.3882565","-76.5206538"
"Calle 40 Norte | Carrera 1","Calle 40 Norte","Carrera 1","3.4678964","-76.5122299"
"Calle 40 Norte | Carrera 3A Norte","Calle 40 Norte","Carrera 3A Norte","3.4686579","-76.5129661"
"Calle 40 Norte | Carrera 4 Norte","Calle 40 Norte","Carrera 4 Norte","3.4695244","-76.513485"
"Calle 40 Norte | Carrera 5 Norte","Calle 40 Norte","Carrera 5 Norte","3.4701062","-76.51402"
"Calle 40 Norte | Carrera 5A Norte","Calle 40 Norte","Carrera 5A Norte","3.4705031","-76.5145173"
"Calle 40 Norte | Carrera 6 Norte","Calle 40 Norte","Carrera 6 Norte","3.4708427","-76.5147281"
"Calle 40 Norte | Carrera 7 Norte","Calle 40 Norte","Carrera 7 Norte","3.4712177","-76.5150734"
"Calle 40 Norte | Carrera 8 Norte","Calle 40 Norte","Carrera 8 Norte","3.4713772","-76.5152358"
"Calle 40A | Carrera 48A","Calle 40A","Carrera 48A","3.4042132","-76.5187885"
"Calle 40A | Carrera 49","Calle 40A","Carrera 49","3.4036448","-76.5193847"
"Calle 40A | Carrera 49C","Calle 40A","Carrera 49C","3.4028312","-76.5202379"
"Calle 40A | Carrera 50","Calle 40A","Carrera 50","3.3976349","-76.5175844"
"Calle 40A | Carrera 67","Calle 40A","Carrera 67","3.3966003","-76.5186764"
"Calle 40A Norte | Carrera 7 Norte","Calle 40A Norte","Carrera 7 Norte","3.4716603","-76.5146606"
"Calle 40A Norte | Carrera 8 Norte","Calle 40A Norte","Carrera 8 Norte","3.4718435","-76.5149107"
"Calle 41 | Calle 42B","Calle 41","Calle 42B","3.434494","-76.5022739"
"Calle 41 | Carrera 10","Calle 41","Carrera 10","3.4514821","-76.5063191"
"Calle 41 | Carrera 11","Calle 41","Carrera 11","3.4505126","-76.5062585"
"Calle 41 | Carrera 111","Calle 41","Carrera 111","3.3571512","-76.5213666"
"Calle 41 | Carrera 112","Calle 41","Carrera 112","3.3563556","-76.5214071"
"Calle 41 | Carrera 113","Calle 41","Carrera 113","3.3552947","-76.5214822"
"Calle 41 | Carrera 115","Calle 41","Carrera 115","3.3544682","-76.5215314"
"Calle 41 | Carrera 11B","Calle 41","Carrera 11B","3.4498662","-76.5061676"
"Calle 41 | Carrera 11C","Calle 41","Carrera 11C","3.4495452","-76.5061097"
"Calle 41 | Carrera 11D","Calle 41","Carrera 11D","3.4491244","-76.5060345"
"Calle 41 | Carrera 14","Calle 41","Carrera 14","3.4456282","-76.5053325"
"Calle 41 | Carrera 15","Calle 41","Carrera 15","3.4446603","-76.5053425"
"Calle 41 | Carrera 16","Calle 41","Carrera 16","3.4435718","-76.5051491"
"Calle 41 | Carrera 17A","Calle 41","Carrera 17A","3.4431301","-76.5051775"
"Calle 41 | Carrera 17B","Calle 41","Carrera 17B","3.4426372","-76.5049978"
"Calle 41 | Carrera 17C","Calle 41","Carrera 17C","3.4421279","-76.5048159"
"Calle 41 | Carrera 18","Calle 41","Carrera 18","3.4416258","-76.5046478"
"Calle 41 | Carrera 19","Calle 41","Carrera 19","3.4410923","-76.5044623"
"Calle 41 | Carrera 20","Calle 41","Carrera 20","3.4405664","-76.5042687"
"Calle 41 | Carrera 22","Calle 41","Carrera 22","3.4400833","-76.5040865"
"Calle 41 | Carrera 23","Calle 41","Carrera 23","3.4395507","-76.503903"
"Calle 41 | Carrera 24","Calle 41","Carrera 24","3.4385862","-76.5038317"
"Calle 41 | Carrera 24A","Calle 41","Carrera 24A","3.4381565","-76.5036693"
"Calle 41 | Carrera 24B","Calle 41","Carrera 24B","3.4377314","-76.5035087"
"Calle 41 | Carrera 24C","Calle 41","Carrera 24C","3.4374327","-76.5033958"
"Calle 41 | Carrera 24D","Calle 41","Carrera 24D","3.4369791","-76.5032244"
"Calle 41 | Carrera 25","Calle 41","Carrera 25","3.4364587","-76.5030277"
"Calle 41 | Carrera 25A","Calle 41","Carrera 25A","3.4359793","-76.5028465"
"Calle 41 | Carrera 29","Calle 41","Carrera 29","3.4217213","-76.4998546"
"Calle 41 | Carrera 29A","Calle 41","Carrera 29A","3.4213332","-76.5002095"
"Calle 41 | Carrera 29B","Calle 41","Carrera 29B","3.4210341","-76.5005219"
"Calle 41 | Carrera 3","Calle 41","Carrera 3","3.462805","-76.5093022"
"Calle 41 | Carrera 30","Calle 41","Carrera 30","3.4207576","-76.5008106"
"Calle 41 | Carrera 30A","Calle 41","Carrera 30A","3.4204626","-76.5011188"
"Calle 41 | Carrera 31","Calle 41","Carrera 31","3.4201645","-76.5014301"
"Calle 41 | Carrera 32","Calle 41","Carrera 32","3.4198114","-76.5017988"
"Calle 41 | Carrera 32A","Calle 41","Carrera 32A","3.4195194","-76.5021038"
"Calle 41 | Carrera 32B","Calle 41","Carrera 32B","3.4192359","-76.5023999"
"Calle 41 | Carrera 33","Calle 41","Carrera 33","3.4189116","-76.5027386"
"Calle 41 | Carrera 33A","Calle 41","Carrera 33A","3.4186258","-76.5030371"
"Calle 41 | Carrera 33B","Calle 41","Carrera 33B","3.4183266","-76.5033495"
"Calle 41 | Carrera 34","Calle 41","Carrera 34","3.4179285","-76.5037654"
"Calle 41 | Carrera 36","Calle 41","Carrera 36","3.4175264","-76.5041853"
"Calle 41 | Carrera 37","Calle 41","Carrera 37","3.4171986","-76.5045276"
"Calle 41 | Carrera 38","Calle 41","Carrera 38","3.4168917","-76.5048481"
"Calle 41 | Carrera 39","Calle 41","Carrera 39","3.4165438","-76.5052115"
"Calle 41 | Carrera 39A","Calle 41","Carrera 39A","3.4161121","-76.5056623"
"Calle 41 | Carrera 39B","Calle 41","Carrera 39B","3.4158027","-76.5059854"
"Calle 41 | Carrera 39C","Calle 41","Carrera 39C","3.4154593","-76.5063441"
"Calle 41 | Carrera 39D","Calle 41","Carrera 39D","3.4151396","-76.506678"
"Calle 41 | Carrera 3A","Calle 41","Carrera 3A","3.4624757","-76.5092345"
"Calle 41 | Carrera 4","Calle 41","Carrera 4","3.4620907","-76.5091552"
"Calle 41 | Carrera 40","Calle 41","Carrera 40","3.4145014","-76.5073666"
"Calle 41 | Carrera 40A","Calle 41","Carrera 40A","3.4141942","-76.5076957"
"Calle 41 | Carrera 41","Calle 41","Carrera 41","3.413864","-76.5080354"
"Calle 41 | Carrera 41A","Calle 41","Carrera 41A","3.4135492","-76.5083593"
"Calle 41 | Carrera 41B","Calle 41","Carrera 41B","3.4130832","-76.5088208"
"Calle 41 | Carrera 41C","Calle 41","Carrera 41C","3.4127273","-76.5091935"
"Calle 41 | Carrera 41D","Calle 41","Carrera 41D","3.4124199","-76.5095155"
"Calle 41 | Carrera 41E","Calle 41","Carrera 41E","3.4120961","-76.5098546"
"Calle 41 | Carrera 41F","Calle 41","Carrera 41F","3.4117635","-76.5102029"
"Calle 41 | Carrera 41G","Calle 41","Carrera 41G","3.4114523","-76.5105288"
"Calle 41 | Carrera 41H","Calle 41","Carrera 41H","3.411129","-76.5108673"
"Calle 41 | Carrera 42","Calle 41","Carrera 42","3.4108081","-76.5112033"
"Calle 41 | Carrera 42A","Calle 41","Carrera 42A","3.4104825","-76.5115443"
"Calle 41 | Carrera 42A 1","Calle 41","Carrera 42A 1","3.4101802","-76.511861"
"Calle 41 | Carrera 42B","Calle 41","Carrera 42B","3.4097127","-76.5123365"
"Calle 41 | Carrera 42C","Calle 41","Carrera 42C","3.409351","-76.5127136"
"Calle 41 | Carrera 42D","Calle 41","Carrera 42D","3.4090331","-76.5130451"
"Calle 41 | Carrera 43","Calle 41","Carrera 43","3.4087162","-76.5133755"
"Calle 41 | Carrera 43B","Calle 41","Carrera 43B","3.4080885","-76.51403"
"Calle 41 | Carrera 44","Calle 41","Carrera 44","3.407761","-76.5143715"
"Calle 41 | Carrera 44A","Calle 41","Carrera 44A","3.4074442","-76.5147018"
"Calle 41 | Carrera 45","Calle 41","Carrera 45","3.4071491","-76.5150094"
"Calle 41 | Carrera 46","Calle 41","Carrera 46","3.4066948","-76.5154899"
"Calle 41 | Carrera 46A","Calle 41","Carrera 46A","3.4063547","-76.5158471"
"Calle 41 | Carrera 46B","Calle 41","Carrera 46B","3.4060483","-76.5161689"
"Calle 41 | Carrera 46C","Calle 41","Carrera 46C","3.405731","-76.5165022"
"Calle 41 | Carrera 47","Calle 41","Carrera 47","3.4054096","-76.5168397"
"Calle 41 | Carrera 47A","Calle 41","Carrera 47A","3.4051176","-76.5171463"
"Calle 41 | Carrera 47B","Calle 41","Carrera 47B","3.4048185","-76.5174605"
"Calle 41 | Carrera 47C","Calle 41","Carrera 47C","3.4044953","-76.5177999"
"Calle 41 | Carrera 48","Calle 41","Carrera 48","3.4041817","-76.5181292"
"Calle 41 | Carrera 48A","Calle 41","Carrera 48A","3.4038668","-76.51846"
"Calle 41 | Carrera 49","Calle 41","Carrera 49","3.4032952","-76.5190603"
"Calle 41 | Carrera 49C","Calle 41","Carrera 49C","3.4024445","-76.5199537"
"Calle 41 | Carrera 4B","Calle 41","Carrera 4B","3.4612847","-76.5089893"
"Calle 41 | Carrera 5","Calle 41","Carrera 5","3.46035","-76.5087968"
"Calle 41 | Carrera 50","Calle 41","Carrera 50","3.4020678","-76.5203494"
"Calle 41 | Carrera 54","Calle 41","Carrera 54","3.397105","-76.5176119"
"Calle 41 | Carrera 59","Calle 41","Carrera 59","3.3968313","-76.5178953"
"Calle 41 | Carrera 6","Calle 41","Carrera 6","3.4596931","-76.5086424"
"Calle 41 | Carrera 67","Calle 41","Carrera 67","3.3963377","-76.5184374"
"Calle 41 | Carrera 67B","Calle 41","Carrera 67B","3.3958791","-76.5190082"
"Calle 41 | Carrera 68A","Calle 41","Carrera 68A","3.3956399","-76.5192663"
"Calle 41 | Carrera 68B","Calle 41","Carrera 68B","3.3953657","-76.5195421"
"Calle 41 | Carrera 6B","Calle 41","Carrera 6B","3.4591385","-76.5084476"
"Calle 41 | Carrera 7","Calle 41","Carrera 7","3.4581974","-76.5081325"
"Calle 41 | Carrera 74","Calle 41","Carrera 74","3.3895484","-76.5203108"
"Calle 41 | Carrera 77","Calle 41","Carrera 77","3.3889275","-76.5202905"
"Calle 41 | Carrera 8","Calle 41","Carrera 8","3.4533219","-76.5062282"
"Calle 41 | Carrera 8A","Calle 41","Carrera 8A","3.4524031","-76.5062709"
"Calle 41 Norte | Carrera 1","Calle 41 Norte","Carrera 1","3.4684479","-76.5118075"
"Calle 41 Norte | Carrera 3A Norte","Calle 41 Norte","Carrera 3A Norte","3.4690557","-76.5123828"
"Calle 41 Norte | Carrera 4 Norte","Calle 41 Norte","Carrera 4 Norte","3.4698906","-76.5129751"
"Calle 41 Norte | Carrera 5 Norte","Calle 41 Norte","Carrera 5 Norte","3.4706643","-76.5133953"
"Calle 41 Norte | Carrera 6 Norte","Calle 41 Norte","Carrera 6 Norte","3.4714071","-76.5139572"
"Calle 41 Norte | Carrera 7 Norte","Calle 41 Norte","Carrera 7 Norte","3.4719224","-76.5144313"
"Calle 41A | Calle 42B","Calle 41A","Calle 42B","3.4349252","-76.5020764"
"Calle 41A | Carrera 25A","Calle 41A","Carrera 25A","3.4360471","-76.5026372"
"Calle 41A | Carrera 42C","Calle 41A","Carrera 42C","3.409026","-76.5124267"
"Calle 41A | Carrera 43","Calle 41A","Carrera 43","3.4083861","-76.5130596"
"Calle 41A | Carrera 43B","Calle 41A","Carrera 43B","3.4077626","-76.513723"
"Calle 41A | Carrera 44A","Calle 41A","Carrera 44A","3.4071233","-76.5143907"
"Calle 41A | Carrera 46","Calle 41A","Carrera 46","3.4064653","-76.5150612"
"Calle 41A | Carrera 48A","Calle 41A","Carrera 48A","3.4035254","-76.518136"
"Calle 41A | Carrera 49","Calle 41A","Carrera 49","3.4029579","-76.5187466"
"Calle 41A | Carrera 49C","Calle 41A","Carrera 49C","3.4020827","-76.5196883"
"Calle 41A | Carrera 67","Calle 41A","Carrera 67","3.3959646","-76.5180977"
"Calle 41A | Carrera 67A","Calle 41A","Carrera 67A","3.395703","-76.5183755"
"Calle 41A | Carrera 67B","Calle 41A","Carrera 67B","3.3954725","-76.5186202"
"Calle 42 | Calle 42B","Calle 42","Calle 42B","3.4353345","-76.5018801"
"Calle 42 | Calle 62","Calle 42","Calle 62","3.3684792","-76.5043691"
"Calle 42 | Calle 72I","Calle 42","Calle 72I","3.4221976","-76.4979431"
"Calle 42 | Carrera 10","Calle 42","Carrera 10","3.4515228","-76.5058731"
"Calle 42 | Carrera 100","Calle 42","Carrera 100","3.3665122","-76.5205668"
"Calle 42 | Carrera 102","Calle 42","Carrera 102","3.3647234","-76.5203808"
"Calle 42 | Carrera 109","Calle 42","Carrera 109","3.3587909","-76.5204704"
"Calle 42 | Carrera 111","Calle 42","Carrera 111","3.357093","-76.520349"
"Calle 42 | Carrera 112","Calle 42","Carrera 112","3.3562033","-76.5203595"
"Calle 42 | Carrera 113","Calle 42","Carrera 113","3.355222","-76.5203566"
"Calle 42 | Carrera 115","Calle 42","Carrera 115","3.3542581","-76.5203556"
"Calle 42 | Carrera 116","Calle 42","Carrera 116","3.3530421","-76.5203555"
"Calle 42 | Carrera 11D","Calle 42","Carrera 11D","3.449283","-76.5055444"
"Calle 42 | Carrera 11F","Calle 42","Carrera 11F","3.4488775","-76.5054147"
"Calle 42 | Carrera 11G","Calle 42","Carrera 11G","3.4484689","-76.5052809"
"Calle 42 | Carrera 12","Calle 42","Carrera 12","3.4479346","-76.5051071"
"Calle 42 | Carrera 120","Calle 42","Carrera 120","3.3466868","-76.5213776"
"Calle 42 | Carrera 121","Calle 42","Carrera 121","3.3454071","-76.5210519"
"Calle 42 | Carrera 121A","Calle 42","Carrera 121A","3.3443557","-76.5207867"
"Calle 42 | Carrera 122","Calle 42","Carrera 122","3.343144","-76.5204664"
"Calle 42 | Carrera 12A","Calle 42","Carrera 12A","3.4475303","-76.5049767"
"Calle 42 | Carrera 12B","Calle 42","Carrera 12B","3.4471325","-76.5048487"
"Calle 42 | Carrera 12C","Calle 42","Carrera 12C","3.4467635","-76.5047259"
"Calle 42 | Carrera 13","Calle 42","Carrera 13","3.4462607","-76.5047384"
"Calle 42 | Carrera 14","Calle 42","Carrera 14","3.445591","-76.5047642"
"Calle 42 | Carrera 15","Calle 42","Carrera 15","3.4446152","-76.504779"
"Calle 42 | Carrera 16","Calle 42","Carrera 16","3.4435441","-76.5047702"
"Calle 42 | Carrera 23","Calle 42","Carrera 23","3.4393323","-76.5031747"
"Calle 42 | Carrera 23 Autopista Sur","Calle 42","Carrera 23 Autopista Sur","3.4394138","-76.5032024"
"Calle 42 | Carrera 24","Calle 42","Carrera 24","3.4388622","-76.5030164"
"Calle 42 | Carrera 24A","Calle 42","Carrera 24A","3.4384243","-76.502869"
"Calle 42 | Carrera 24B","Calle 42","Carrera 24B","3.4379939","-76.5027241"
"Calle 42 | Carrera 25A","Calle 42","Carrera 25A","3.4361808","-76.5022468"
"Calle 42 | Carrera 28F 1","Calle 42","Carrera 28F 1","3.4220573","-76.4980922"
"Calle 42 | Carrera 28G","Calle 42","Carrera 28G","3.4217124","-76.49845"
"Calle 42 | Carrera 28H","Calle 42","Carrera 28H","3.4213727","-76.4988048"
"Calle 42 | Carrera 29","Calle 42","Carrera 29","3.4210193","-76.4991657"
"Calle 42 | Carrera 29A","Calle 42","Carrera 29A","3.4206506","-76.499559"
"Calle 42 | Carrera 29B","Calle 42","Carrera 29B","3.4203594","-76.4998633"
"Calle 42 | Carrera 29C","Calle 42","Carrera 29C","3.4202374","-76.4997886"
"Calle 42 | Carrera 3","Calle 42","Carrera 3","3.4629726","-76.5086782"
"Calle 42 | Carrera 30","Calle 42","Carrera 30","3.4200825","-76.5001525"
"Calle 42 | Carrera 30A","Calle 42","Carrera 30A","3.4197861","-76.5004621"
"Calle 42 | Carrera 31","Calle 42","Carrera 31","3.4194756","-76.5007865"
"Calle 42 | Carrera 32","Calle 42","Carrera 32","3.4191393","-76.5011377"
"Calle 42 | Carrera 32A","Calle 42","Carrera 32A","3.418846","-76.5014442"
"Calle 42 | Carrera 32A Bis","Calle 42","Carrera 32A Bis","3.4186457","-76.501444"
"Calle 42 | Carrera 32B","Calle 42","Carrera 32B","3.4185738","-76.5017285"
"Calle 42 | Carrera 33","Calle 42","Carrera 33","3.4182307","-76.5020869"
"Calle 42 | Carrera 33A","Calle 42","Carrera 33A","3.4179436","-76.5023868"
"Calle 42 | Carrera 33B","Calle 42","Carrera 33B","3.4176543","-76.502689"
"Calle 42 | Carrera 34","Calle 42","Carrera 34","3.417236","-76.5031259"
"Calle 42 | Carrera 35","Calle 42","Carrera 35","3.4168384","-76.5035413"
"Calle 42 | Carrera 36","Calle 42","Carrera 36","3.4163476","-76.5038339"
"Calle 42 | Carrera 37","Calle 42","Carrera 37","3.4164999","-76.5038949"
"Calle 42 | Carrera 38","Calle 42","Carrera 38","3.4162157","-76.5041957"
"Calle 42 | Carrera 39","Calle 42","Carrera 39","3.4157709","-76.5046557"
"Calle 42 | Carrera 39A","Calle 42","Carrera 39A","3.4154203","-76.5050196"
"Calle 42 | Carrera 39B","Calle 42","Carrera 39B","3.4151138","-76.5053377"
"Calle 42 | Carrera 39C","Calle 42","Carrera 39C","3.4147691","-76.5056953"
"Calle 42 | Carrera 39D","Calle 42","Carrera 39D","3.4144509","-76.5060255"
"Calle 42 | Carrera 39E","Calle 42","Carrera 39E","3.4140133","-76.5064764"
"Calle 42 | Carrera 4","Calle 42","Carrera 4","3.462278","-76.5085535"
"Calle 42 | Carrera 40","Calle 42","Carrera 40","3.4138021","-76.5066977"
"Calle 42 | Carrera 40A","Calle 42","Carrera 40A","3.4134854","-76.5070296"
"Calle 42 | Carrera 41","Calle 42","Carrera 41","3.4130626","-76.5072558"
"Calle 42 | Carrera 41A","Calle 42","Carrera 41A","3.4128534","-76.5076919"
"Calle 42 | Carrera 41B","Calle 42","Carrera 41B","3.4123959","-76.5081715"
"Calle 42 | Carrera 41C","Calle 42","Carrera 41C","3.4119537","-76.5084114"
"Calle 42 | Carrera 41D","Calle 42","Carrera 41D","3.4116413","-76.5087369"
"Calle 42 | Carrera 41E","Calle 42","Carrera 41E","3.4113062","-76.5090861"
"Calle 42 | Carrera 41F","Calle 42","Carrera 41F","3.4110072","-76.5093977"
"Calle 42 | Carrera 41G","Calle 42","Carrera 41G","3.4106701","-76.509749"
"Calle 42 | Carrera 41H","Calle 42","Carrera 41H","3.4103294","-76.510104"
"Calle 42 | Carrera 42","Calle 42","Carrera 42","3.4100237","-76.5104225"
"Calle 42 | Carrera 42A","Calle 42","Carrera 42A","3.4096867","-76.5107737"
"Calle 42 | Carrera 42A 1","Calle 42","Carrera 42A 1","3.4093654","-76.5111085"
"Calle 42 | Carrera 42B","Calle 42","Carrera 42B","3.4090251","-76.5116826"
"Calle 42 | Carrera 42C","Calle 42","Carrera 42C","3.4086472","-76.5120753"
"Calle 42 | Carrera 43","Calle 42","Carrera 43","3.4080226","-76.5127246"
"Calle 42 | Carrera 43B","Calle 42","Carrera 43B","3.4073955","-76.5133765"
"Calle 42 | Carrera 44A","Calle 42","Carrera 44A","3.4066461","-76.5139444"
"Calle 42 | Carrera 46","Calle 42","Carrera 46","3.406017","-76.5148448"
"Calle 42 | Carrera 46A","Calle 42","Carrera 46A","3.4057007","-76.5151778"
"Calle 42 | Carrera 46B","Calle 42","Carrera 46B","3.4052625","-76.5153948"
"Calle 42 | Carrera 46C","Calle 42","Carrera 46C","3.4049519","-76.5157205"
"Calle 42 | Carrera 47","Calle 42","Carrera 47","3.404641","-76.5160464"
"Calle 42 | Carrera 47A","Calle 42","Carrera 47A","3.4044519","-76.5164924"
"Calle 42 | Carrera 47B","Calle 42","Carrera 47B","3.404011","-76.5167068"
"Calle 42 | Carrera 47C","Calle 42","Carrera 47C","3.4038172","-76.5171607"
"Calle 42 | Carrera 48","Calle 42","Carrera 48","3.4033802","-76.5173682"
"Calle 42 | Carrera 48A","Calle 42","Carrera 48A","3.4030473","-76.517717"
"Calle 42 | Carrera 48B","Calle 42","Carrera 48B","3.4027634","-76.5180146"
"Calle 42 | Carrera 49","Calle 42","Carrera 49","3.4024662","-76.518326"
"Calle 42 | Carrera 49A","Calle 42","Carrera 49A","3.4021323","-76.5186761"
"Calle 42 | Carrera 49B","Calle 42","Carrera 49B","3.4018301","-76.518993"
"Calle 42 | Carrera 49C","Calle 42","Carrera 49C","3.4015409","-76.5192962"
"Calle 42 | Carrera 4B","Calle 42","Carrera 4B","3.4614673","-76.5084176"
"Calle 42 | Carrera 5","Calle 42","Carrera 5","3.4605293","-76.508254"
"Calle 42 | Carrera 50","Calle 42","Carrera 50","3.40132","-76.5197914"
"Calle 42 | Carrera 54","Calle 42","Carrera 54","3.3964445","-76.5169979"
"Calle 42 | Carrera 59","Calle 42","Carrera 59","3.3960583","-76.5172012"
"Calle 42 | Carrera 6","Calle 42","Carrera 6","3.4597588","-76.5080761"
"Calle 42 | Carrera 63","Calle 42","Carrera 63","3.3958172","-76.5174603"
"Calle 42 | Carrera 67","Calle 42","Carrera 67","3.3956619","-76.5178241"
"Calle 42 | Carrera 67B","Calle 42","Carrera 67B","3.3951803","-76.5183326"
"Calle 42 | Carrera 68A","Calle 42","Carrera 68A","3.3949169","-76.5186106"
"Calle 42 | Carrera 68B","Calle 42","Carrera 68B","3.3946682","-76.5188853"
"Calle 42 | Carrera 69","Calle 42","Carrera 69","3.3942923","-76.5190772"
"Calle 42 | Carrera 69A","Calle 42","Carrera 69A","3.3939529","-76.5193966"
"Calle 42 | Carrera 69B","Calle 42","Carrera 69B","3.3936093","-76.5194822"
"Calle 42 | Carrera 69C","Calle 42","Carrera 69C","3.3927333","-76.5195757"
"Calle 42 | Carrera 70","Calle 42","Carrera 70","3.3923583","-76.5196216"
"Calle 42 | Carrera 70A","Calle 42","Carrera 70A","3.3919864","-76.5195195"
"Calle 42 | Carrera 73","Calle 42","Carrera 73","3.3908179","-76.5196453"
"Calle 42 | Carrera 74","Calle 42","Carrera 74","3.3892989","-76.5199561"
"Calle 42 | Carrera 77","Calle 42","Carrera 77","3.3889142","-76.5199864"
"Calle 42 | Carrera 80","Calle 42","Carrera 80","3.3883341","-76.5198963"
"Calle 42 | Carrera 80B","Calle 42","Carrera 80B","3.3877029","-76.5199635"
"Calle 42 | Carrera 81","Calle 42","Carrera 81","3.3873386","-76.5200022"
"Calle 42 | Carrera 81A","Calle 42","Carrera 81A","3.3869845","-76.5200399"
"Calle 42 | Carrera 81B","Calle 42","Carrera 81B","3.3866263","-76.520078"
"Calle 42 | Carrera 82","Calle 42","Carrera 82","3.3862511","-76.5201219"
"Calle 42 | Carrera 82A","Calle 42","Carrera 82A","3.3859015","-76.5201442"
"Calle 42 | Carrera 83","Calle 42","Carrera 83","3.3855392","-76.520161"
"Calle 42 | Carrera 83A","Calle 42","Carrera 83A","3.3851807","-76.5201689"
"Calle 42 | Carrera 83B 1","Calle 42","Carrera 83B 1","3.3848258","-76.5201826"
"Calle 42 | Carrera 83C","Calle 42","Carrera 83C","3.3837005","-76.5202086"
"Calle 42 | Carrera 83E","Calle 42","Carrera 83E","3.382738","-76.5202309"
"Calle 42 | Carrera 84","Calle 42","Carrera 84","3.3823461","-76.5202405"
"Calle 42 | Carrera 85","Calle 42","Carrera 85","3.381978","-76.5203961"
"Calle 42 | Carrera 85A","Calle 42","Carrera 85A","3.381565","-76.5204048"
"Calle 42 | Carrera 85B","Calle 42","Carrera 85B","3.3812141","-76.5204204"
"Calle 42 | Carrera 85C","Calle 42","Carrera 85C","3.3808332","-76.5204255"
"Calle 42 | Carrera 85D","Calle 42","Carrera 85D","3.3804888","-76.5202947"
"Calle 42 | Carrera 85E","Calle 42","Carrera 85E","3.3800838","-76.5204398"
"Calle 42 | Carrera 86","Calle 42","Carrera 86","3.3793123","-76.5203286"
"Calle 42 | Carrera 8A","Calle 42","Carrera 8A","3.4523805","-76.5058624"
"Calle 42 | Carrera 90","Calle 42","Carrera 90","3.3775011","-76.5201331"
"Calle 42 | Carrera 91","Calle 42","Carrera 91","3.3770391","-76.5201406"
"Calle 42 | Carrera 92","Calle 42","Carrera 92","3.3765578","-76.5201484"
"Calle 42 | Carrera 93","Calle 42","Carrera 93","3.3760916","-76.520156"
"Calle 42 | Carrera 94A","Calle 42","Carrera 94A","3.3744868","-76.520206"
"Calle 42 | Carrera 95","Calle 42","Carrera 95","3.3740017","-76.5202183"
"Calle 42 | Carrera 95A","Calle 42","Carrera 95A","3.3735308","-76.5202303"
"Calle 42 | Carrera 96","Calle 42","Carrera 96","3.3730702","-76.5208379"
"Calle 42 | Carrera 96A","Calle 42","Carrera 96A","3.3725911","-76.5202541"
"Calle 42 | Carrera 97","Calle 42","Carrera 97","3.3721253","-76.520266"
"Calle 42 | Carrera 97A","Calle 42","Carrera 97A","3.3716508","-76.5202779"
"Calle 42 | Carrera 98A","Calle 42","Carrera 98A","3.3700461","-76.5203309"
"Calle 42 | Carrera 98B","Calle 42","Carrera 98B","3.3695792","-76.5203329"
"Calle 42 | Carrera 99","Calle 42","Carrera 99","3.3684258","-76.5205839"
